Wavelength (nm),Sphere 2 |α2(λ)|
572.6817042606517,4.852451962908787e-21
573.9348370927319,4.837536699758395e-21
575.187969924812,4.822705280964003e-21
576.4411027568923,4.807957122054194e-21
577.6942355889724,4.793291643238986e-21
578.9473684210526,4.778708269319316e-21
580.2005012531329,4.7642064296017116e-21
581.4536340852131,4.7497855578177955e-21
582.7067669172932,4.735445092048378e-21
583.9598997493734,4.721184474651706e-21
585.2130325814537,4.7070031521957695e-21
586.4661654135339,4.692900575394315e-21
587.719298245614,4.6788761990463455e-21
588.9724310776943,4.664929481978812e-21
590.2255639097745,4.651059886992463e-21
591.4786967418546,4.637266880810457e-21
592.7318295739349,4.6235499340296555e-21
593.9849624060151,4.609908521074406e-21
595.2380952380952,4.5963421201526124e-21
596.4912280701755,4.582850213213986e-21
597.7443609022557,4.569432285910318e-21
598.9974937343359,4.556087827557613e-21
600.250626566416,4.542816331099935e-21
601.5037593984962,4.529617293074966e-21
602.7568922305766,4.516490213580971e-21
604.0100250626566,4.503434596245259e-21
605.2631578947369,4.490449948193853e-21
606.5162907268171,4.4775357800225176e-21
607.7694235588972,4.4646916057687234e-21
609.0225563909775,4.4519169428848124e-21
610.2756892230577,4.439211312212037e-21
611.528822055138,4.4265742379555334e-21
612.781954887218,4.4140052476600895e-21
614.0350877192982,4.401503872186721e-21
615.2882205513786,4.3890696456898815e-21
616.5413533834586,4.376702105595407e-21
617.7944862155389,4.364400792578993e-21
619.0476190476192,4.352165250545239e-21
620.3007518796992,4.339995026607213e-21
621.5538847117795,4.3278896710664416e-21
622.8070175438596,4.3158487373934084e-21
624.06015037594,4.3038717822082936e-21
625.31328320802,4.2919583652622865e-21
626.5664160401002,4.28010804941897e-21
627.8195488721806,4.268320400636193e-21
629.0726817042606,4.256594987948156e-21
630.3258145363409,4.244931383447682e-21
631.578947368421,4.233329162268799e-21
632.8320802005013,4.2217879025694434e-21
634.0852130325815,4.210307185514446e-21
635.3383458646616,4.198886595258512e-21
636.591478696742,4.187525718929547e-21
637.844611528822,4.176224146611973e-21
639.0977443609022,4.1649814713301806e-21
640.3508771929826,4.1537972890321284e-21
641.6040100250626,4.142671198573078e-21
642.8571428571429,4.131602801699186e-21
644.110275689223,4.120591703031505e-21
645.3634085213033,4.109637510049724e-21
646.6165413533835,4.098739833076213e-21
647.8696741854636,4.087898285259933e-21
649.122807017544,4.077112482560488e-21
650.375939849624,4.066382043732215e-21
651.6290726817042,4.0557065903082274e-21
652.8822055137845,4.045085746584557e-21
654.1353383458647,4.034519139604253e-21
655.3884711779449,4.024006399141646e-21
656.641604010025,4.013547157686337e-21
657.8947368421053,4.003141050427532e-21
659.1478696741855,3.992787715238165e-21
660.4010025062656,3.982486792659111e-21
661.6541353383459,3.9722379258833466e-21
662.9072681704262,3.962040760740231e-21
664.1604010025062,3.9518949456796664e-21
665.4135338345865,3.9418001317563136e-21
666.6666666666667,3.931755972613822e-21
667.9197994987469,3.921762124469091e-21
669.172932330827,3.911818246096414e-21
670.4260651629073,3.9019239988117516e-21
671.6791979949876,3.8920790464570214e-21
672.9323308270676,3.882283055384172e-21
674.1854636591479,3.872535694439638e-21
675.4385964912282,3.8628366349484094e-21
676.6917293233082,3.85318555069839e-21
677.9448621553885,3.8435821179246314e-21
679.1979949874687,3.834026015293593e-21
680.4511278195489,3.824516923887475e-21
681.704260651629,3.8150545271884385e-21
682.9573934837093,3.805638511063035e-21
684.2105263157896,3.796268563746378e-21
685.4636591478696,3.78694437582665e-21
686.7167919799499,3.7776656402293485e-21
687.9699248120302,3.768432052201713e-21
689.2230576441102,3.759243309297134e-21
690.4761904761905,3.750099111359575e-21
691.7293233082708,3.740999160508009e-21
692.982456140351,3.7319431611209374e-21
694.2355889724311,3.722930819820874e-21
695.4887218045112,3.7139618454588676e-21
696.7418546365916,3.705035949099114e-21
697.9949874686716,3.696152844003504e-21
699.2481203007519,3.68731224561635e-21
700.5012531328322,3.678513871548988e-21
701.7543859649122,3.669757441564488e-21
703.0075187969925,3.6610426775624986e-21
704.2606516290726,3.652369303563925e-21
705.513784461153,3.643737045695856e-21
706.7669172932331,3.6351456321764345e-21
708.0200501253132,3.626594793299761e-21
709.2731829573936,3.618084261420912e-21
710.5263157894736,3.609613770940917e-21
711.7794486215539,3.60118305829192e-21
713.0325814536342,3.592791861922224e-21
714.2857142857143,3.584439922281581e-21
715.5388471177945,3.576126981806271e-21
716.7919799498746,3.5678527849045925e-21
718.045112781955,3.559617077942125e-21
719.2982456140351,3.5514196092271096e-21
720.5513784461152,3.543260128995977e-21
721.8045112781956,3.535138389398873e-21
723.0576441102758,3.527054144485275e-21
724.3107769423559,3.519007150189601e-21
725.5639097744361,3.510997164317001e-21
726.8170426065163,3.503023946529092e-21
728.0701754385965,3.49508725832986e-21
729.3233082706766,3.487186863051554e-21
730.576441102757,3.479322525840723e-21
731.8295739348371,3.471494013644226e-21
733.0827067669172,3.4637010951953995e-21
734.3358395989975,3.455943541000285e-21
735.5889724310778,3.4482211233238174e-21
736.8421052631579,3.440533616176309e-21
738.0952380952381,3.432880795299725e-21
739.3483709273183,3.4252624381542996e-21
740.6015037593985,3.41767832390506e-21
741.8546365914787,3.41012823340841e-21
743.107769423559,3.402611949198968e-21
744.3609022556392,3.395129255476298e-21
745.6140350877192,3.3876799380917694e-21
746.8671679197995,3.3802637845355422e-21
748.1203007518798,3.3728805839235936e-21
749.3734335839599,3.365530126984772e-21
750.6265664160401,3.358212206048069e-21
751.8796992481203,3.3509266150298083e-21
753.1328320802006,3.3436731494210227e-21
754.3859649122807,3.3364516062748477e-21
755.6390977443609,3.3292617841940867e-21
756.8922305764412,3.3221034833187043e-21
758.1453634085212,3.314976505313536e-21
759.3984962406015,3.3078806533560444e-21
760.6516290726819,3.3008157321240664e-21
761.904761904762,3.293781547783846e-21
763.1578947368421,3.2867779079778623e-21
764.4110275689223,3.2798046218130106e-21
765.6641604010026,3.272861499848688e-21
766.9172932330828,3.265948354085054e-21
768.1704260651629,3.2590649979512763e-21
769.4235588972432,3.2522112462939894e-21
770.6766917293232,3.2453869153657438e-21
771.9298245614035,3.2385918228135135e-21
773.1829573934839,3.231825787667362e-21
774.436090225564,3.2250886303291504e-21
775.6892230576441,3.218380172561341e-21
776.9423558897242,3.211700237475825e-21
778.1954887218046,3.2050486495229187e-21
779.4486215538848,3.1984252344803897e-21
780.7017543859649,3.191829819442589e-21
781.9548872180452,3.1852622328095318e-21
783.2080200501252,3.1787223042763446e-21
784.4611528822055,3.172209864822515e-21
785.7142857142858,3.165724746701365e-21
786.967418546366,3.15926678342947e-21
788.2205513784461,3.1528358097764064e-21
789.4736842105262,3.146431661754301e-21
790.7268170426066,3.1400541766076512e-21
791.9799498746869,3.1337031928030933e-21
793.2330827067669,3.127378550019375e-21
794.4862155388472,3.121080089137283e-21
795.7393483709274,3.1148076522297505e-21
796.9924812030075,3.1085610825519418e-21
798.2456140350878,3.1023402245315665e-21
799.498746867168,3.096144923759079e-21
800.7518796992481,3.0899750269780603e-21
802.0050125313282,3.083830382075755e-21
803.2581453634086,3.0777108380734514e-21
804.5112781954889,3.0716162451172033e-21
805.7644110275689,3.0655464544684514e-21
807.0175438596491,3.0595013184947574e-21
808.2706766917294,3.0534806906606827e-21
809.5238095238095,3.0474844255185846e-21
810.7769423558898,3.04151237869972e-21
812.03007518797,3.035564406905161e-21
813.2832080200501,3.0296403678970267e-21
814.5363408521303,3.0237401204895736e-21
815.7894736842106,3.0178635245404917e-21
817.0426065162909,3.0120104409422807e-21
818.295739348371,3.0061807316135898e-21
819.5488721804511,3.0003742594907254e-21
820.8020050125314,2.9945908885192074e-21
822.0551378446115,2.988830483645345e-21
823.3082706766918,2.9830929108079585e-21
824.5614035087721,2.9773780369300977e-21
825.8145363408522,2.971685729910962e-21
827.0676691729323,2.9660158586176325e-21
828.3208020050125,2.9603682928771606e-21
829.5739348370929,2.9547429034685588e-21
830.827067669173,2.9491395621148568e-21
832.0802005012531,2.94355814147532e-21
833.3333333333334,2.9379985151376573e-21
834.5864661654136,2.932460557610271e-21
835.8395989974938,2.9269441443146727e-21
837.092731829574,2.9214491515779132e-21
838.3458646616542,2.9159754566250315e-21
839.5989974937343,2.9105229375715416e-21
840.8521303258145,2.9050914734162258e-21
842.1052631578949,2.8996809440336305e-21
843.3583959899751,2.894291230166972e-21
844.6115288220551,2.888922213420754e-21
845.8646616541354,2.8835737762538007e-21
847.1177944862156,2.878245801972082e-21
848.3709273182958,2.872938174721739e-21
849.624060150376,2.8676507794821165e-21
850.8771929824562,2.8623835020588693e-21
852.1303258145363,2.857136229077209e-21
853.3834586466165,2.8519088479749747e-21
854.6365914786969,2.8467012469959964e-21
855.8897243107771,2.8415133151834735e-21
857.1428571428571,2.8363449423733686e-21
858.3959899749374,2.8311960191877954e-21
859.6491228070176,2.8260664370285807e-21
860.9022556390978,2.820956088070819e-21
862.155388471178,2.815864865256593e-21
863.4085213032582,2.8107926622884795e-21
864.6616541353383,2.8057393736234134e-21
865.9147869674185,2.800704894466411e-21
867.1679197994988,2.7956891207645783e-21
868.4210526315791,2.7906919492007032e-21
869.6741854636591,2.7857132771875358e-21
870.9273182957393,2.7807530028615996e-21
872.1804511278197,2.7758110250773046e-21
873.4335839598999,2.7708872434009766e-21
874.68671679198,2.7659815581052667e-21
875.9398496240602,2.7610938701630397e-21
877.1929824561404,2.756224081241865e-21
878.4461152882205,2.7513720936982473e-21
879.6992481203008,2.7465378105720113e-21
880.9523809523811,2.7417211355806474e-21
882.2055137844611,2.73692197311394e-21
883.4586466165413,2.7321402282283046e-21
884.7117794486217,2.7273758066414546e-21
885.9649122807019,2.7226286147269454e-21
887.218045112782,2.717898559508888e-21
888.4711779448622,2.7131855486565746e-21
889.7243107769424,2.708489490479359e-21
890.9774436090225,2.7038102939213117e-21
892.2305764411028,2.699147868556077e-21
893.4837092731831,2.694502124581944e-21
894.7368421052632,2.6898729728164862e-21
895.9899749373433,2.6852603246917675e-21
897.2431077694237,2.6806640922493253e-21
898.4962406015039,2.676084188135056e-21
899.749373433584,2.6715205255946676e-21
901.0025062656641,2.666973018468506e-21
902.2556390977444,2.662441581186782e-21
903.5087719298245,2.6579261287651695e-21
904.7619047619048,2.653426576799499e-21
906.0150375939851,2.6489428414616337e-21
907.2681704260652,2.6444748394945366e-21
908.5213032581453,2.6400224882076633e-21
909.7744360902255,2.6355857054725194e-21
911.0275689223059,2.631164409718099e-21
912.280701754386,2.626758519926455e-21
913.5338345864661,2.6223679556281255e-21
914.7869674185464,2.6179926368978773e-21
916.0401002506267,2.6136324843503374e-21
917.2932330827068,2.609287419135557e-21
918.5463659147871,2.6049573629348524e-21
919.7994987468672,2.6006422379565427e-21
921.0526315789473,2.596341966931625e-21
922.3057644110276,2.5920564731097894e-21
923.5588972431079,2.587785680255178e-21
924.8120300751881,2.583529512642282e-21
926.0651629072681,2.5792878950519358e-21
927.3182957393484,2.575060752767172e-21
928.5714285714287,2.5708480115694656e-21
929.8245614035088,2.5666495977345324e-21
931.077694235589,2.5624654380285785e-21
932.3308270676692,2.5582954597042844e-21
933.5839598997493,2.5541395904971166e-21
934.8370927318296,2.549997758621336e-21
936.0902255639099,2.5458698927663804e-21
937.3433583959901,2.541755922092921e-21
938.5964912280701,2.5376557762293892e-21
939.8496240601504,2.5335693852681155e-21
941.1027568922307,2.529496679761691e-21
942.3558897243108,2.525437590719447e-21
943.609022556391,2.52139204960373e-21
944.8621553884713,2.5173599883265167e-21
946.1152882205514,2.513341339245709e-21
947.3684210526316,2.5093360351618014e-21
948.621553884712,2.5053440093142676e-21
949.8746867167921,2.501365195378312e-21
951.1278195488721,2.4973995274612e-21
952.3809523809523,2.493446940099254e-21
953.6340852130327,2.489507368254109e-21
954.887218045113,2.4855807473097083e-21
956.1403508771931,2.481667013068901e-21
957.3934837092731,2.4777661017500824e-21
958.6466165413533,2.4738779499841977e-21
959.8997493734337,2.4700024948113926e-21
961.1528822055138,2.4661396736777477e-21
962.4060150375941,2.462289424432445e-21
963.6591478696743,2.4584516853243632e-21
964.9122807017544,2.4546263949990504e-21
966.1654135338347,2.450813492495687e-21
967.4185463659148,2.4470129172442476e-21
968.671679197995,2.4432246090620862e-21
969.9248120300753,2.439448508151224e-21
971.1779448621554,2.4356845550954594e-21
972.4310776942356,2.4319326908572095e-21
973.684210526316,2.4281928567747385e-21
974.937343358396,2.4244649945592155e-21
976.1904761904761,2.420749046292047e-21
977.4436090225563,2.417044954421655e-21
978.6967418546366,2.4133526617611565e-21
979.949874686717,2.4096721114851622e-21
981.2030075187971,2.4060032471272976e-21
982.4561403508773,2.402346012577289e-21
983.7092731829573,2.398700352078404e-21
984.9624060150377,2.395066210224646e-21
986.2155388471178,2.391443531958118e-21
987.4686716791981,2.38783226256645e-21
988.7218045112783,2.3842323476800845e-21
989.9749373433584,2.3806437332698e-21
991.2280701754387,2.3770663656439284e-21
992.4812030075188,2.3735001914461582e-21
993.734335839599,2.3699451576524796e-21
994.9874686716792,2.366401211569345e-21
996.2406015037594,2.362868300830487e-21
997.4937343358396,2.359346373395031e-21
998.74686716792,2.3558353775447292e-21
1000.0000000000001,2.3523352618816663e-21
