Wavelength (nm),Sphere 1 |a1(λ)|
500.00000000000006,5.314568709440312
501.25313283208027,5.311636306647546
502.5062656641605,5.306490426296543
503.75939849624064,5.299295102556695
505.01253132832085,5.290208838137434
506.265664160401,5.279384125959898
507.5187969924812,5.266967124891697
508.7719298245614,5.253097464598251
510.0250626566416,5.237908157655318
511.2781954887218,5.221525599871002
512.5313283208021,5.204069642298457
513.7844611528822,5.185653720697472
515.0375939849624,5.166385030239175
516.2907268170427,5.146364735058874
517.5438596491229,5.125688203863315
518.796992481203,5.104445264207125
520.0501253132832,5.0827204692851415
521.3032581453635,5.06059337215896
522.5563909774436,5.038138803263695
523.8095238095239,5.015427147838919
525.0626566416041,4.992524620611651
526.3157894736842,4.9694935356407415
527.5689223057644,4.946392569725455
528.8220551378446,4.923277018195765
530.075187969925,4.900199042249473
531.328320802005,4.877207907290295
532.5814536340852,4.854350211959724
533.8345864661655,4.8316701077514175
535.0877192982456,4.809209509255908
536.3408521303259,4.787008295211724
537.5939849624061,4.765104500641379
538.8471177944862,4.743534500430792
540.1002506265664,4.722333184773223
541.3533834586466,4.701534126946171
542.606516290727,4.681169743924633
543.859649122807,4.6612714503596875
545.1127819548872,4.641869806468397
546.3659147869676,4.622994660392489
547.6190476190476,4.6046752855894235
548.8721804511279,4.586940513822149
550.125313283208,4.569818864314284
551.3784461152883,4.553338669635384
552.6315789473684,4.537528198878679
553.8847117794486,4.522415778690062
555.137844611529,4.508029912704074
556.390977443609,4.49439939993945
557.6441102756892,4.48155345270442
558.8972431077694,4.469521814560309
560.1503759398496,4.458334878891146
561.4035087719299,4.448023808627192
562.65664160401,4.4386206576714775
563.9097744360903,4.430158494580367
565.1629072681704,4.422671529051989
566.4160401002506,4.416195241779501
567.669172932331,4.4107665182297
568.922305764411,4.406423786910522
570.1754385964912,4.403207162693422
571.4285714285714,4.40115859575742
572.6817042606517,4.400322026720152
573.9348370927319,4.400743548516182
575.187969924812,4.402471575573005
576.4411027568923,4.405557020818961
577.6942355889724,4.410053481032219
578.9473684210526,4.416017431004267
580.2005012531329,4.423508426941139
581.4536340852131,4.432589319457866
582.7067669172932,4.4433264764312845
583.9598997493734,4.455790015858244
585.2130325814537,4.470054048713347
586.4661654135339,4.486196931605035
587.719298245614,4.504301528780755
588.9724310776943,4.524455482719648
590.2255639097745,4.546751492160479
591.4786967418546,4.571287595926038
592.7318295739349,4.598167460302917
593.9849624060151,4.627500666992575
595.2380952380952,4.659402997737338
596.4912280701755,4.693996710608501
597.7443609022557,4.731410801582632
598.9974937343359,4.771781243378729
600.250626566416,4.815251191526946
601.5037593984962,4.8619711452250165
602.7568922305766,4.912099047636951
604.0100250626566,4.965800306815908
605.2631578947369,5.023247714296178
606.5162907268171,5.08462123349401
607.7694235588972,5.150107624275908
609.0225563909775,5.219899863282089
610.2756892230577,5.29419631172458
611.528822055138,5.373199573320592
612.781954887218,5.4571149747063314
614.0350877192982,5.546148589094588
615.2882205513786,5.640504711161846
616.5413533834586,5.740382677378262
617.7944862155389,5.84597291161188
619.0476190476192,5.957452061494499
620.3007518796992,6.074977077741225
621.5538847117795,6.19867807785161
622.8070175438596,6.328649829496164
624.06015037594,6.464941690288561
625.31328320802,6.607545853369665
626.5664160401002,6.75638377716466
627.8195488721806,6.911290728814221
629.0726817042606,7.071998451186105
630.3258145363409,7.238116080846193
631.578947368421,7.409109606808572
632.8320802005013,7.584280374123719
634.0852130325815,7.762743406339177
635.3383458646616,7.943406645057705
636.591478696742,8.12495257288538
637.844611528822,8.305824075005292
639.0977443609022,8.484216764957848
640.3508771929826,8.658080293349062
641.6040100250626,8.8251312965104
642.8571428571429,8.982880533760577
644.110275689223,9.128676312440296
645.3634085213033,9.25976543170866
646.6165413533835,9.373371554836528
647.8696741854636,9.466789183568846
649.122807017544,9.537489392065535
650.375939849624,9.583231422506296
651.6290726817042,9.602172477984526
652.8822055137845,9.592966936848736
654.1353383458647,9.55484608141708
655.3884711779449,9.487670477155401
656.641604010025,9.391949343978409
657.8947368421053,9.268824380133163
659.1478696741855,9.120019076540698
660.4010025062656,8.94775802813681
661.6541353383459,8.754663557565381
662.9072681704262,8.54363870659758
664.1604010025062,8.31774613913973
665.4135338345865,8.08009179950456
666.6666666666667,7.8337205449112375
667.9197994987469,7.581528801050428
669.172932330827,7.326196970871692
670.4260651629073,7.070142194132564
671.6791979949876,6.8154903344311855
672.9323308270676,6.564064867248059
674.1854636591479,6.317389659397927
675.4385964912282,6.076702397664031
676.6917293233082,5.842975534980177
677.9448621553885,5.616941960346214
679.1979949874687,5.399123058893543
680.4511278195489,5.189857328075191
681.704260651629,4.98932819650776
682.9573934837093,4.7975901180572444
684.2105263157896,4.614592368266394
685.4636591478696,4.440200249338553
686.7167919799499,4.274213618258257
687.9699248120302,4.116382799490142
689.2230576441102,3.966422040121848
690.4761904761905,3.824020722379408
691.7293233082708,3.6888525761605804
692.982456140351,3.5605831410935407
694.2355889724311,3.4388757204561493
695.4887218045112,3.3233960533427345
696.7418546365916,3.2138159106297466
697.9949874686716,3.1098157973353984
699.2481203007519,3.0110869207715987
700.5012531328322,2.917332561656896
701.7543859649122,2.8282689648094768
703.0075187969925,2.7436258475366766
704.2606516290726,2.6631466075066883
705.513784461153,2.5865882976996977
706.7669172932331,2.513721423867531
708.0200501253132,2.444329609604208
709.2731829573936,2.3782091654468984
710.5263157894736,2.315168591182613
711.7794486215539,2.255028034534587
713.0325814536342,2.1976187244636267
714.2857142857143,2.14278239327787
715.5388471177945,2.0903706984573556
716.7919799498746,2.0402446524413
718.045112781955,1.9922740664880572
719.2982456140351,1.9463370130095785
720.5513784461152,1.9023193094260888
721.8045112781956,1.8601140255187667
723.0576441102758,1.8196210154233379
724.3107769423559,1.780746474762806
725.5639097744361,1.7434025229250054
726.8170426065163,1.7075068101205968
728.0701754385965,1.6729821485847427
729.3233082706766,1.6397561670912106
730.576441102757,1.607760987813862
731.8295739348371,1.5769329244852108
733.0827067669172,1.5472122007532743
734.3358395989975,1.518542687618522
735.5889724310778,1.4908716588347248
736.8421052631579,1.4641495631760428
738.0952380952381,1.4383298125028918
739.3483709273183,1.4133685845979536
740.6015037593985,1.3892246397879457
741.8546365914787,1.3658591504149111
743.107769423559,1.3432355422705864
744.3609022556392,1.3213193471580866
745.6140350877192,1.3000780657954119
746.8671679197995,1.2794810403247052
748.1203007518798,1.2594993357390052
749.3734335839599,1.2401056295842605
750.6265664160401,1.2212741093384025
751.8796992481203,1.2029803769108571
753.1328320802006,1.1852013597454452
754.3859649122807,1.1679152280465932
755.6390977443609,1.1511013176836373
756.8922305764412,1.1347400583605858
758.1453634085212,1.1188129066690293
759.3984962406015,1.1033022836702056
760.6516290726819,1.0881915166785998
761.904761904762,1.0734647849438288
763.1578947368421,1.0591070689502513
764.4110275689223,1.045104103074759
765.6641604010026,1.0314423313626824
766.9172932330828,1.0181088661995934
768.1704260651629,1.0050914496736214
769.4235588972432,0.9923784174381205
770.6766917293232,0.9799586648987494
771.9298245614035,0.9678216155622249
773.1829573934839,0.9559571913959969
774.436090225564,0.9443557850593861
775.6892230576441,0.9330082338769528
776.9423558897242,0.9219057954344616
778.1954887218046,0.9110401246865822
779.4486215538848,0.9004032524735665
780.7017543859649,0.8899875653516388
781.9548872180452,0.8797857866488075
783.2080200501252,0.8697909586641499
784.4611528822055,0.8599964259345074
785.7142857142858,0.8503958194980842
786.967418546366,0.8409830420893394
788.2205513784461,0.8317522542043525
789.4736842105262,0.8226978609800598
790.7268170426066,0.8138144998348075
791.9799498746869,0.8050970288212917
793.2330827067669,0.7965405156464038
794.4862155388472,0.7881402273156516
795.7393483709274,0.7798916203627385
796.9924812030075,0.7717903316275959
798.2456140350878,0.7638321695486504
799.498746867168,0.7560131059374766
800.7518796992481,0.7483292682060969
802.0050125313282,0.7407769320191883
803.2581453634086,0.7333525143453635
804.5112781954889,0.7260525668833441
805.7644110275689,0.7188737698404744
807.0175438596491,0.7118129260425231
808.2706766917294,0.7048669553550666
809.5238095238095,0.6980328893980547
810.7769423558898,0.6913078665363275
812.03007518797,0.6846891271299775
813.2832080200501,0.6781740090294887
814.5363408521303,0.6717599433015081
815.7894736842106,0.6654444501720536
817.0426065162909,0.6592251351747421
818.295739348371,0.6530996854924206
819.5488721804511,0.6470658664813217
820.8020050125314,0.6411215183675119
822.0551378446115,0.6352645531060404
823.3082706766918,0.6294929513937896
824.5614035087721,0.6238047598275737
825.8145363408522,0.6181980881995354
827.0676691729323,0.612671106922379
828.3208020050125,0.6072220445774252
829.5739348370929,0.6018491855788863
830.827067669173,0.5965508679481484
832.0802005012531,0.5913254811922185
833.3333333333334,0.5861714642808483
834.5864661654136,0.581087303717133
835.8395989974938,0.5760715316967305
837.092731829574,0.5711227243510714
838.3458646616542,0.5662395000702561
839.5989974937343,0.561420517901542
840.8521303258145,0.5566644760195332
842.1052631578949,0.5519701102645024
843.3583959899751,0.5473361927453317
844.6115288220551,0.5427615305038972
845.8646616541354,0.5382449642377815
847.1177944862156,0.5337853670784705
848.3709273182958,0.5293816434222487
849.624060150376,0.5250327278112557
850.8771929824562,0.5207375838622235
852.1303258145363,0.5164952032406005
853.3834586466165,0.5123046046778647
854.6365914786969,0.508164833029975
855.8897243107771,0.5040749583749647
857.1428571428571,0.500034075147849
858.3959899749374,0.4960413013110787
859.6491228070176,0.49209577755887585
860.9022556390978,0.4881966665538611
862.155388471178,0.4843431521944782
863.4085213032582,0.4805344389118105
864.6616541353383,0.47676975099441793
865.9147869674185,0.473048331939926
867.1679197994988,0.4693694438321614
868.4210526315791,0.46573236674266016
869.6741854636591,0.4621363981554754
870.9273182957393,0.4585808524142241
872.1804511278197,0.4550650601904123
873.4335839598999,0.4515883679720626
874.68671679198,0.4481501375717868
875.9398496240602,0.444749745653423
877.1929824561404,0.44138658327645947
878.4461152882205,0.4380600554574523
879.6992481203008,0.4347695807477156
880.9523809523811,0.43151459082659044
882.2055137844611,0.42829453010962376
883.4586466165413,0.42510885537102505
884.7117794486217,0.42195703537980783
885.9649122807019,0.418838550549038
887.218045112782,0.41575289259763337
888.4711779448622,0.4126995642242106
889.7243107769424,0.4096780787924711
890.9774436090225,0.40668796002765606
892.2305764411028,0.40372874172361745
893.4837092731831,0.4007999674600774
894.7368421052632,0.39790119032966065
895.9899749373433,0.39503197267430634
897.2431077694237,0.39219188583068554
898.4962406015039,0.38938050988427564
899.749373433584,0.3865974334317276
901.0025062656641,0.3838422533512209
902.2556390977444,0.3811145745804796
903.5087719298245,0.3784140099021631
904.7619047619048,0.37574017973632806
906.0150375939851,0.37309271193970805
907.2681704260652,0.3704712416115385
908.5213032581453,0.3678754109056727
909.7744360902255,0.36530486884876584
911.0275689223059,0.36275927116428025
912.280701754386,0.36023828010210734
913.5338345864661,0.35774156427358084
914.7869674185464,0.35526879849169757
916.0401002506267,0.35281966361633926
917.2932330827068,0.3503938464043209
918.5463659147871,0.34799103936407555
919.7994987468672,0.3456109406148279
921.0526315789473,0.34325325375006843
922.3057644110276,0.3409176877051924
923.5588972431079,0.3386039566291442
924.8120300751881,0.33631177975992804
926.0651629072681,0.33404088130384135
927.3182957393484,0.33179099031830855
928.5714285714287,0.3295618405981806
929.8245614035088,0.32735317056538416
931.077694235589,0.3251647231617939
932.3308270676692,0.32299624574523345
933.5839598997493,0.32084748998847706
934.8370927318296,0.31871821178116255
936.0902255639099,0.3166081711345147
937.3433583959901,0.31451713208877174
938.5964912280701,0.31244486262324334
939.8496240601504,0.3103911345688894
941.1027568922307,0.3083557235233546
942.3558897243108,0.3063384087683649
943.609022556391,0.304338973189407
944.8621553884713,0.30235720319762754
946.1152882205514,0.3003928886538625
947.3684210526316,0.2984458227947417
948.621553884712,0.29651580216078727
949.8746867167921,0.2946026265264593
951.1278195488721,0.2927060988320655
952.3809523809523,0.29082602511748434
953.6340852130327,0.2889622144576574
954.887218045113,0.28711447889976743
956.1403508771931,0.28528263340206517
957.3934837092731,0.2834664957743008
958.6466165413533,0.2816658866196877
959.8997493734337,0.2798806292783681
961.1528822055138,0.2781105497723366
962.4060150375941,0.27635547675174915
963.6591478696743,0.2746152414426147
964.9122807017544,0.2728896775958003
966.1654135338347,0.27117862143730703
967.4185463659148,0.2694819116198079
968.671679197995,0.26779938917536866
969.9248120300753,0.26613089746935026
971.1779448621554,0.2644762821554411
972.4310776942356,0.26283539113178817
973.684210526316,0.261208074498196
974.937343358396,0.25959418451435856
976.1904761904761,0.25799357555910446
977.4436090225563,0.25640610409060743
978.6967418546366,0.25483162860755354
979.949874686717,0.2532700096112257
981.2030075187971,0.251721109568479
982.4561403508773,0.2501847928755925
983.7092731829573,0.2486609258229553
984.9624060150377,0.24714937656057992
986.2155388471178,0.24565001506441023
987.4686716791981,0.24416271310339885
988.7218045112783,0.24268734420734786
989.9749373433584,0.241223783635473
991.2280701754387,0.23977190834567752
992.4812030075188,0.2383315969645295
993.734335839599,0.23690272975790208
994.9874686716792,0.23548518860226894
996.2406015037594,0.234078856956643
997.4937343358396,0.2326836198351306
998.74686716792,0.2312993637800881
1000.0000000000001,0.22992597683586724
